custo_medio_venda;faturamento_margem_lucro_liquido;percentual;preco_medio_venda;vei_peso_liquido;vei_produto_codigo_interno;vei_produto_nome;vei_produto_sku;vei_produto_unidade;vei_quantidade;vei_valor_total
2,19;46,119;0,03;3,2;0;15119;BISCOITO RECHEADO BAUDUCCO BAUNILHA 140G;;UN;10;32
11,19;42,985;0,03;16;0;2464;VASSOURA DE PALHA;;UN;2;32
23,82;34,341;0,03;32;0;8440;NECTAR SORVETE NAPOLITANO 2LTS ;;UN;1;32
20;60;0,03;32;0;26253235568;NECTAR SORVETE PASSAS E SENSAÇÃO POTE 2LTS;;UN;1;32
20;60;0,03;32;0;16415;NECTAR SORVETE FLOC OS E LEITE CONDENSADO 2LTS;;UN;1;32
21,97;45,608;0,03;31,99;0;18726;AZEITE EXTRA VIRGEM CAMPO OURIQUE 500ML;;UN;1;31,99
22,938;39,461;0,03;31,99;0;26253235967;FRALDA BABYSEC ULTRASEC PANTS MEGA M 26UN;487474;UN;1;31,99
11,8;35,508;0,03;15,99;0;7003;CHEDDAR CANTO DE MINAS BISNAGA 400G;;UN;2;31,98
5,3;50,755;0,03;7,99;0;26253235472;MOLHO DE TOMATE TRADICIONAL DEZ 1,5kg;;UN;4;31,96
5,66;41,166;0,03;7,99;0;8537;CADERNO BROCHURAO STIFF JANDAIA 96 FOLHAS;;UN;4;31,96
2,493;60,08;0,03;3,99;0;9833;AMORA GELATINA DORI 60G;;UN;8;31,92
2,463;62,03;0,03;3,99;0;78983657;DORI REGALIZ SOUR 70G;;UN;8;31,92
2,56;55,859;0,03;3,99;0;833;SACO PARA LIXO OESTE 30L 59CMX62CM 10UN;;UN;8;31,92
2,547;37,435;0,03;3,5;0;2183;BISCOITO NESTLE PASSATEMPO LEITE 150G;;UN;9;31,5
2,5;80;0,03;4,5;0;26253235466;NECTAR PICOLE PRETO E BRANCO;;UN;7;31,5
21,48;46,648;0,03;31,5;0;19317;PANTENE OLEO MILAGROSO QUERATINA 95ml;;UN;1;31,5
7,77;35,006;0,03;10,49;0;16595;BISCOITO COM GOTAS DE CHOCOLATE BAUDUCCO 335G;;UN;3;31,47
6,89;52,25;0,03;10,49;0;2298;HIDRATANTE PAIXAO INSPIRADORA 200ML;;UN;3;31,47
2,47;41,296;0,03;3,49;0;26253235857;ITALAC CREME DE LEITE 200G;;UN;9;31,41
0,65;52,308;0,03;0,99;0;6285;SABONETE ISACARE ELEGANCIA DE ORQUIDEA 80G;;UN;32;31,23
19,53;58,679;0,03;30,99;0;5420;SUCO DE UVA INTEGRAL JOTA PE 1.5ML;;UN;1;30,99
10,84;42,897;0,03;15,49;0;17148;BEBIDA CANTINA DA SERRA 1,5LTS;;UN;2;30,98
76;11,842;0,03;85;0;13026;QUEIJO REINO KG;;KG;0,36;30,18
1,28;56,25;0,03;2;0;9612;PESCOÇO DE GIRAFA DORI MORANGO;;UN;15;30
8,25;21,212;0,03;10;0;11530;NECTAR AÇAI 200G - NATURAL OU LEITINHO;;UN;3;30
4,9;53,061;0,03;7,5;0;14113;PANO DE CHAO SACO ALVEJADO ;;UN;4;30
24;24,958;0,03;29,99;0;26253235747;MONTES VERDES VINAGRE DE MAÇA (ORGANICO) 530ML;531;UN;1;29,99
20,2;48,465;0,03;29,99;0;18925;AZEITE DE OLIVA EXTRA CAMPO OURIQUE 500ML;;UN;1;29,99
21,4;40,14;0,03;29,99;0;3043;HAVAIANA KIDS TOP FLORES BG/DOUR 29/30;;UN;1;29,99
16,53;81,428;0,03;29,99;0;26253235734;VINHO TINTO CHILANO RED BLEND 750ML;19899;UN;1;29,99
19,5;53,795;0,03;29,99;0;12164;PROTETOR NIVEA SUN FPS30 200ml;;UN;1;29,99
21,4;40,14;0,03;29,99;0;13987;HAVAIANAS KIDS TOP FLORES BG/DOUR 27/28;;UN;1;29,99
21,4;40,14;0,03;29,99;0;4640;HAVAIANA KIDS TOP FLORES BG/DOUR 31/32;;UN;1;29,99
24,5;22,408;0,03;29,99;0;483431721;BACON EM CUBOS SAUDALI 1kg;;UN;1;29,99
9,79;53,115;0,03;14,99;0;10764;DOCE DE LEITE PASTOSO 450g;;UN;2;29,98
10,75;39,442;0,03;14,99;0;1397;PANTENE CREME DE PENTEAR LISO EXTREMO 240g;;UN;2;29,98
11,19;33,959;0,03;14,99;0;26253235764;AMACIANTE FLOM WHITE PETALS 900ml;000000003000000157;UN;2;29,98
15,69;-4,461;0,03;14,99;0;18216;COLOMBA PASCOAL CHOCOLOMBA BAUDUCCO 400G;;UN;2;29,98
7,31;36,662;0,03;9,99;0;116;RAÇAO CHANIN MIX ADULTO 1KG;;UN;3;29,97
6,77;47,563;0,03;9,99;0;11098;UTEK PEGADOR DE MACARRAO 20cm;;UN;3;29,97
6,71;48,882;0,03;9,99;0;16913;DESODORANTE BOZZANO AERO DRY 150ML;;UN;3;29,97
5,49;81,967;0,03;9,99;0;3881;ATUM RALADO COQUEIRO NATURAL 170G;;UN;3;29,97
6,89;44,993;0,03;9,99;0;5706;HIDRATANTE MONANGE IOGURTE COM AVEIA 200ML;;UN;3;29,97
5,08;47,441;0,03;7,49;0;4992;AÇUCAR UNIAO REFINADO 1KG;;UN;4;29,96
4,11;45,742;0,03;5,99;0;16271;BOLACHA ADORALLE MARIA 300G;;UN;5;29,95
5,5;8,909;0,03;5,99;0;26253235508;ROSCA VALE DA CANASTRA - NATA  300g;;UN;5;29,95
4,89;22,495;0,03;5,99;0;4829;GATORADE MARACUJA 500ML;;UN;5;29,95
3,58;39,385;0,03;4,99;0;1236;CHOCOLATE GRANULADO DORI 120G;;UN;6;29,94
3,09;61,489;0,03;4,99;0;8329;SACO PARA LIXO OESTE 100 LITROS COM 5UN;;UN;6;29,94
2,15;51,163;0,03;3,25;0;7967;GUARDANAPO MILI BISTRO 50 FOLHAS  (23x22);;UN;9;29,25
0,6;66,667;0,03;1;0;9452;PIRULITO BIG FLOPITO;;UN;29;29
10,27;41,188;0,03;14,5;0;2086;SHAMPOO SEDA PRETOS LUMINOSOS 325ML;;UN;2;29
10;45;0,03;14,5;0;8113;XAROPE FRUYT SYRUP - MORANGO 500ml;;UN;2;29
23,19;25,011;0,03;28,99;0;3980;TOMATE PELADO INTEIROS OLE LATA 2.5KG;;UN;1;28,99
6,05;56,86;0,02;9,49;0;5392;MARGARINA QUALY CREMOSA COM SAL 500G;;UN;3;28,47
2,144;63,246;0,02;3,5;0;483431675;NECTAR PICOLE GROSELHA ;;UN;8;28
2,1;66,667;0,02;3,5;0;14235;GELO BONABOCA SABORIZADO MORANGO 190G;;UN;8;28
1,39;43,885;0,02;2;0;10092;PIRULITO DIPLOKO SORTIDOS;;UN;14;28
2,13;64,319;0,02;3,5;0;7652;CHOCOLATE TALENTO CASTANHAS DO PARA 25G;;UN;8;28
19,74;41,793;0,02;27,99;0;19226;PAÇOCA ROLHA MORENINHA DO RIO POTE 1,02kg;;UN;1;27,99
10,27;36,222;0,02;13,99;0;2084;SHAMPOO SEDA LISO PERFEITO 325ML;;UN;2;27,98
8,84;58,258;0,02;13,99;0;5082;DESINFETANTE PINHO SOL ORIGINAL 1LT;;UN;2;27,98
9,62;45,426;0,02;13,99;0;8001;DESINFETANTE PINHO SOL LAVANDA 1 LITRO;;UN;2;27,98
4,65;50,323;0,02;6,99;0;605;LIMPADOR PERFUMADO OESTE PAIXAO 1L;;UN;4;27,96
4,83;44,72;0,02;6,99;0;9372;FINI GELATINA SAPO 80G;;UN;4;27,96
3;133;0,02;6,99;0;5628;PRESERVATIVO PRUDENCE LUBRIFICADO;;UN;4;27,96
4,89;42,945;0,02;6,99;0;12644;ESPETINHOS DE BAMBU ARCO IRIS 50un;;UN;4;27,96
2,774;43,836;0,02;3,99;0;483432035;DORI AMENDOIM DE CHOCOLATE;;UN;7;27,93
2,13;63,85;0,02;3,49;0;3962;DUETO FUGINI 260G;;UN;8;27,92
1,16;71,552;0,02;1,99;0;5921;SUCO NUTRI NECTAR LIGHT - UVA 200ml;;UN;14;27,86
3,35;37,015;0,02;4,59;0;5864;BISCOITO WAFER BAUDUCCO SABOR MORANGO 140G;;UN;6;27,54
1,73;44,509;0,02;2,5;0;5122;CHOCOLATE PECCIN TRENTO DARK 29g;;UN;11;27,5
18,89;45,527;0,02;27,49;0;6341;DESODORANTE AERO REXONA COTTON DDRY 250ml;;UN;1;27,49
3,49;57,307;0,02;5,49;0;7380;MASSA PRONTA PARA TAPIOCA DO ZE 500G;;UN;5;27,45
3;83;0,02;5,49;0;16626;SUCO NUTRI NECTAR MANGA 1L;;UN;5;27,45
3,29;36,778;0,02;4,5;0;483431966;REFRI LIMAO CRYSTAL FORTY 2L;5476;UN;6;27
1,9;42,105;0,02;2,7;0;4137;NISSIN LAMEN GALINHA 80g;;UN;10;27
0;0;0,02;3;0;26253235598;XUXINHA BUG;;UN;9;27
16,99;58,858;0,02;26,99;0;49435345;AMACIANTE YPE ACONCHEGO 5L;;UN;1;26,99
6,3;42,698;0,02;8,99;0;17403;SEQUILHOS SABOE COCO DICEL 350G;;UN;3;26,97
5,5;63,455;0,02;8,99;0;78983629;CASTANHA DO PARÁ 50g - EURO CAJU;;UN;3;26,97
4,8;87,292;0,02;8,99;0;2781;POLVILHO DOCE ALIMENTOS DO ZE 1KG;;UN;3;26,97
3,14;42,994;0,02;4,49;0;19332;GOIABADA  DEZ 300G;;UN;6;26,94
2,5;79,6;0,02;4,49;0;15624;SNACK BACON PRATIC LEVE 50g;;UN;6;26,94
1,81;65,193;0,02;2,99;0;26253235673;CAFE CAPPUCCINO 3CORAÇOES CHOCOLATE SACHE 20g;;UN;9;26,91
19,03;39,201;0,02;26,49;0;1688;ABSORVENTE INTIMUS NOTURNO COM ABAS COBERTURA SECA 30UN;;UN;1;26,49
18;44,389;0,02;25,99;0;26253235748;MONTES VERDES VINAGRE DE MACA 530ML;155;UN;1;25,99
8,7;49,31;0,02;12,99;0;9335;SUCO NUTRI 100% MANGA E MAÇA 1,35LTS  ;;UN;2;25,98
8,61;50,871;0,02;12,99;0;17193;AGUA SANITARIA KI JOIA 5L;;UN;2;25,98
9,49;36,881;0,02;12,99;0;14807;BOLO DE LARANJA GOLDEN SOFT 400G;;UN;2;25,98
9,49;36,881;0,02;12,99;0;14806;BOLO DE COCO GOLDEN SOFT 400G;;UN;2;25,98
8,99;44,494;0,02;12,99;0;17282;AGUA SANITARIA OESTE 5L;;UN;2;25,98
3,33;94,895;0,02;6,49;0;16264;PIZZA QUASE PRONTO BROTINHO BACON 130G;;UN;4;25,96
4,15;56,386;0,02;6,49;0;16478;SUPLEMENTO PRO FORCE  CHOCOLATE PIRACANJUBA 250ML;;UN;4;25,96
1,37;45,255;0,02;1,99;0;2242;PRESTOBARBA PROBAK DUAS LAMINAS DESCARTAVEL 1UN;;UN;13;25,87
2,9;46,552;0,02;4,25;0;1745;SABONETE PALMOLIVE SEGREDO SEDUTOR 150G;;UN;6;25,5
5,38;57,807;0,02;8,49;0;6475;SHAMPOO CONDICIONADOR 2 EM 1 ORIGINAL DARLING 350ML;;UN;3;25,47
5,679;49,488;0,02;8,49;0;1213;AMENDOIM CROCANTE PETTIZ NATURAL 120G;;UN;3;25,47
5,5;54,364;0,02;8,49;0;2617;AVEIA DICEL EM FLOCOS 500G;;UN;3;25,47
2,6;61,538;0,02;4,2;0;13771;MOLHO DE TOMATE POMAROLA TRADICIONAL 300G;;UN;6;25,2
2,2;127,273;0,02;5;0;26253235677;BONEQUINHO DE MARSHMALLOW 35G;;UN;5;25
1,76;42,045;0,02;2,5;0;1848;TRIDENT TUTTI FRUTTI 5UN DE 8G;;UN;10;25
1,75;42,857;0,02;2,5;0;7416;SABONETE PALMOLIVE NATURALS NUTRIÇAO KARITE 85g;;UN;10;25
15,76;58,566;0,02;24,99;0;6793;SABAO EM PO OESTE MAXIMA PERFOMACE 5KG;;UN;1;24,99
8,33;49,94;0,02;12,49;0;78983616;AMACIANTE CONCENTRADO OESTE ORIGENS 1LT;;UN;2;24,98
3,458;44,307;0,02;4,99;0;13033;PIPOCA ESPECIAL POP UP SABOR CARAMELO 50G;;UN;5;24,95
3,58;39,385;0,02;4,99;0;15120;BISCOITO WAFER TRIPLO CHOCOLATE BAUDUCCO 140G;;UN;5;24,95
2,95;69,153;0,02;4,99;0;832;SACO PARA LIXO OESTE 50L 63CMX80CM 10UN;;UN;5;24,95
3,08;62,013;0,02;4,99;0;19630;AGUA SABORIZADA LA PRIORI LIMAO ZERO 500ml;;UN;5;24,93
16,99;46,557;0,02;24,9;0;19622;CREME HIDRATANTE ELSEVE GLYCOLIC GLOSS 300ML;;UN;1;24,9
16,71;46,619;0,02;24,5;0;9741;PANTENE MASCARA UMECTANTE 270ml;;UN;1;24,5
16,88;45,083;0,02;24,49;0;18875;SABONETE ISABABY LOVELY CARE GLICERINA TRADICIONAL 500ML;;UN;1;24,49
16,62;47,353;0,02;24,49;0;19147;LYSOFORM DESINFETANTE SPRAY LEMBRANÇAS 360ml;;UN;1;24,49
16,8;45,774;0,02;24,49;0;11223;FOLHA NATIVA SABONETE LIQUIDO ERVA DOCE  1.990L;;UN;1;24,49
1,9;42,105;0,02;2,7;0;4083;MIOJO NISSIN LAMEN GALINHA CAIPIRA 80G;;UN;9;24,3
2,3;73,913;0,02;4;0;26253235465;NECTAR PICOLE DE CHOCOLATE;;UN;6;24
2;100;0,02;4;0;15219;AGUA MINERAL CRYSTAL SEM GAS 1,5L;;UN;6;24
3,2;50;0,02;4,8;0;490; FITA ISOLANTE  10MTS;;UN;5;24
7,99;50,063;0,02;11,99;0;12686;DOCE DE LEITE - PEDAÇO 300g;;UN;2;23,98
8,5;41,059;0,02;11,99;0;26253235741;COPO DESCARTAVEL COPOZAN 400ML;2147483854;UN;2;23,98
7,88;52,157;0,02;11,99;0;4102;ABSORVENTE INTERNO INTIMUS SUPER 8UN;;UN;2;23,98
8,36;43,421;0,02;11,99;0;17716;FINI MARSHMALLOW  PISTACHE 200g;;UN;2;23,98
8,36;43,421;0,02;11,99;0;16688;MARSHMALLOWS FINI TORÇAO BAUNILHA 250G;;UN;2;23,98
5,2;53,654;0,02;7,99;0;4327;CREME DENTAL COLGATE TRIPLA AÇAO 180G;;UN;3;23,97
5,24;52,481;0,02;7,99;0;7223;PIMENTA MALAGUETA  GOIAS 30g;;UN;3;23,97
4,7;70;0,02;7,99;0;12420;COLA TEK BOND 20G;;UN;3;23,97
4,13;45,036;0,02;5,99;0;5817;CUP NOODLES NISSIN GALINHA CAIPIRA PICANTE 68G;;UN;4;23,96
4,13;45,036;0,02;5,99;0;6436;CUP NOODLES COSTELA COM MOLHO DE CHURRASCO 68G;;UN;4;23,96
6;-0,167;0,02;5,99;0;19107;AMACIANTE FOFO CARINHO DO COCO 500ML;;UN;4;23,96
3,59;66,852;0,02;5,99;0;2127;BISCOITO MARILAN PIT STOP PAO NA CHAPA 6 PACOTES DE 27G;;UN;4;23,96
3,84;55,99;0,02;5,99;0;26253235501;FIO DENTAL TRADICIONAL  HILLO  100m;;UN;4;23,96
2,8;42,5;0,02;3,99;0;8731;CANTO DE MINAS IOGURTE DE MORANGO 170g;;UN;6;23,94
2,08;43,75;0,02;2,99;0;7215;LIMPADOR MULTIUSO OESTE TRADICIONAL 500ML;;UN;8;23,92
67;26,866;0,02;85;0;19302;QUEIJO DO REINO PIRACANJUBA FRACIONADO;;KG;0,28;23,8
8,08;47,277;0,02;11,9;0;78983725;SAL DE PARRILHA C/ CHIMICHURRI 500G;;UN;2;23,8
15,74;49,238;0,02;23,49;0;254;LYSOFORM  DESINFETANTE AEROSOL CITRUS 360ml;;UN;1;23,49
15,99;46,904;0,02;23,49;0;16109;DESODORANTE STICK SECRET GEL COTTON 45g;;UN;1;23,49
2,69;23,792;0,02;3,33;0;26253235664;CHOCOLATE KITKAT AO LEITE NESTLE 41g;;UN;7;23,31
8;44,875;0,02;11,59;0;8477;RAP 10 TRADICIONAL 330g;;UN;2;23,18
7,67;51,108;0,02;11,59;0;26253235891;SEQUILHO ZERO BAUNILHA 120G NAZINHA;540;UN;2;23,18
8,16;40,809;0,02;11,49;0;17143;CHOPP VINHO STEMPEL RED 600ML;;UN;2;22,98
8,4;36,786;0,02;11,49;0;10505;CHOCOLATE LACTA INTENSE 60 CACAU ORIGINAL 85 G;;UN;2;22,98
6,76;69,97;0,02;11,49;0;17132;ESCOVA DE DENTE SORRISO MACIA PAGUE 2 LEVE 3;;UN;2;22,98
7,31;57,182;0,02;11,49;0;18201;RAÇAO CHANIN FILHOTES 1kg;;UN;2;22,98
2,79;36,081;0,02;3,797;0;78983662;SUCO DE MAÇA YAKULT 200ml;;UN;6;22,78
2,5;80;0,02;4,5;0;26253235585;PICOLE NECTAR MARACUJA RECHEADO;;UN;5;22,5
1,75;42,857;0,02;2,5;0;1847;TRIDENT MORANGO/FRUTILLA 5UN DE 8G;;UN;9;22,5
14,9;51,007;0,02;22,5;0;78983639;FACA INOX N.10 - IDEA;;UN;1;22,5
14,99;50,1;0,02;22,5;0;26253235896;MEL BISNAGA SILVESTRE 250G SANTA BARBARA;1416;UN;1;22,5
5,5;36,364;0,02;7,5;0;2577;IOGURTE BANDEJA MORANGO CANTO DE MINAS ;;UN;3;22,5
5,168;44,922;0,02;7,49;0;17826;FINI CHICLE OVOS DE DINOSSAURO 80G;;UN;3;22,47
5,02;49,203;0,02;7,49;0;1945;ADOÇANTE ZERO CAL 100ML;;UN;3;22,47
3,67;49,864;0,02;5,5;0;3747;AMIDO DE MILHO PINDUCA 500g;;UN;4;22
3,67;49,864;0,02;5,5;0;10456;ABSORVENTE INTIMUS S/ABAS SECA 8un;;UN;4;22
3,15;74,603;0,02;5,5;0;19497;MARROM GLACE DEZ 300G;;UN;4;22
3,2;71,875;0,02;5,5;0;10954;NECTAR SUNDAE CREME ;;UN;4;22
16,18;35,909;0,02;21,99;0;9532;REPELENTE OFF LONGA DURAÇAO 100ML;;UN;1;21,99
15,3;43,725;0,02;21,99;0;1525;DESODORANTE DOVE ORIGINAL AERO 150ml;;UN;1;21,99
15,15;45,149;0,02;21,99;0;1027;APARELHO VENUS INTIMA (2x1);;UN;1;21,99
7,35;49,524;0,02;10,99;0;13076;CREME DENTAL COLGATE SENSITIVE PRO ALIVIO 60g;;UN;2;21,98
7,44;47,715;0,02;10,99;0;17146;CHOPP VINHO STEMPEL BLACK 600ml;;UN;2;21,98
7,75;41,806;0,02;10,99;0;3915;CREME DENTAL COLGATE TOTAL CARVAO ATIVADO 90g;;UN;2;21,98
7,13;54,137;0,02;10,99;0;6086;ABSORVENTE OB INTERNO PROCOMFORT MEDIO;;UN;2;21,98
3,33;64,865;0,02;5,49;0;5690;DESINFETANTE OESTE FLORAL 2L;;UN;4;21,96
3,71;47,978;0,02;5,49;0;2628;MILHO PARA PIPOCA PAULISTA 400G;;UN;4;21,96
3;83;0,02;5,49;0;15711;SUCO NUTRI NECTAR MORANGO 1L;;UN;4;21,96
3,36;63,393;0,02;5,49;0;3414;SABONETE LA FLORE FLOR DE CEREJA 150G;;UN;4;21,96
4,25;29,176;0,02;5,49;0;18543;LAMPADA LED ALIANCE 75W;;UN;4;21,96
14,99;43,362;0,02;21,49;0;9095;SUCO DE UVA INTEGRAL CAMPO LARGO 1.35L;;UN;1;21,49
14,92;44,035;0,02;21,49;0;6549;KIT SABONETE INTIMO NOVA MURIEL FLORAL 200mL;;UN;1;21,49
14,92;44,035;0,02;21,49;0;7361;KIT SABONETE INTIMO NOVA MURIEL HERBAL  200mL;;UN;1;21,49
1,27;40,945;0,02;1,79;0;12276;MACARRAO INSTANTANEO SANDELLA CARNE COM TOMATE 80G;;UN;12;21,48
2,144;63,246;0,02;3,5;0;483431801;NECTAR PICOLE PINTA LINGUA;;UN;6;21
2,79;25,448;0,02;3,5;0;1960;BISCOITO OREO ORIGINAL BAUNILHA 90g;;UN;6;21
1,05;42,857;0,02;1,5;0;4977;SUCO TANG MORANGO 18G;;UN;14;21
2,29;52,838;0,02;3,5;0;148;ESPONJA PARA BANHO PONJITA DUPLA FACE 1UN;;UN;6;21
2,402;45,712;0,02;3,5;0;1228;GOMETS DORI GOMAS SORTIDAS 70G;;UN;6;21
2,26;54,867;0,02;3,5;0;1972;BISCOITO NESTLE PASSATEMPO RECHEADO LEITE 130g;;UN;6;21
6,99;50,215;0,02;10,5;0;2201;CREME DE TRAT COS DOS PES - NATUPES 240G;;UN;2;21
14,38;46,036;0,02;21;0;9582;MEL PINDUCA 280g;;UN;1;21
13,87;51,406;0,02;21;0;1309;KIT HIDRA SALON LINE BABOSA ;;UN;1;21
7,34;42,916;0,02;10,49;0;9466;AMIDO DE MILHO MAIZENA 500G ;;UN;2;20,98
6,99;50,072;0,02;10,49;0;6526;GELEIA DE MOCOTO COM AMENDOIM DISCOMIL 400G;;UN;2;20,98
6,99;50,072;0,02;10,49;0;6689;GELEIA DE MOCOTO COM CANELA DISCOMIL 400G;;UN;2;20,98
4,86;43,827;0,02;6,99;0;2612;TRIGO PARA QUIBE PAULISTA 500G;;UN;3;20,97
4,89;42,945;0,02;6,99;0;5523;FINI TUBES RECHEIO AZUL 80g;;UN;3;20,97
5,59;25,045;0,02;6,99;0;8274;SUCO DE LARANJA CAMPO LARGO 250ml-garrafinha;;UN;3;20,97
0;0;0,02;6,99;0;18889;SUPLEMENTO PRO FORCE CACAU 250ml;;UN;3;20,97
5,1;37,059;0,02;6,99;0;26253235436;FINI URSINHOS 80g;;UN;3;20,97
4,83;44,72;0,02;6,99;0;8694;GATORADE FRUTAS CITRICAS 500ML;;UN;3;20,97
1,88;59,043;0,02;2,99;0;14758;BALA FINI ROLLER FRUTAS SORTIDAS 20g;;UN;7;20,93
1,83;63,388;0,02;2,99;0;17643;AGUA SANITARIA OESTE 1L;;UN;7;20,93
2,09;43,062;0,02;2,99;0;11386;SABONETE NIVEA AGUA DE COCO 85G;;UN;7;20,93
2,09;67,464;0,02;3,5;0;15418;HIDRANTANTE LABIAL CACAU NUTRYDERM ;;UN;6;20,89
7,97;27,98;0,02;10,2;0;26253235522;PILHA ENERGIZER MAX  PALITO AAA2;;UN;2;20,2
1,23;16,26;0,02;1,43;0;17220;LAVA LOUÇAS KI JOIA COCO 500ML;;UN;14;20,02
1,75;42,857;0,02;2,5;0;1742;SABONETE PALMOLIVE NATURALS  NUTRIÇAO OLIVA 85g;;UN;8;20
1,4;78,571;0,02;2,5;0;78983615;MOLHO DEZ PIZZA 300G;;UN;8;20
1,58;58,228;0,02;2,5;0;6297;RITTER BARRA CEREAIS AVELA E AVEIA 20g;;UN;8;20
1,5;66,667;0,02;2,5;0;11477;PIMENTINHA AMENDOKERO 30g;;UN;8;20
5,3;-5,66;0,02;5;0;18694;PAO BRIOCHE GOTAS DE CHOCOLATE CASA DORO 300G;;UN;4;20
3,49;43,266;0,02;5;0;15949;CERVEJA BUDWEISER ZERO ALCOOL 350ml;;UN;4;20
5,3;-5,66;0,02;5;0;18685;PAO BRIOCHE TRADICIONAL CASA DORO 300G;;UN;4;20
13,5;48,074;0,02;19,99;0;17753;PROTETOR SOLAR NIVEA SUN 100ML;;UN;1;19,99
13,38;49,402;0,02;19,99;0;9951;OLEO DE COCO EXTRAVIRGEM COCO SHOW 200ML;;UN;1;19,99
13,55;47,528;0,02;19,99;0;17904;KIT DABELLE CABELOS RESSECADOS - BLEND;;UN;1;19,99
14,04;42,379;0,02;19,99;0;11571;PRESTOBARBA GILLETTE VENUS SIMPLY 3;;UN;1;19,99
14,69;36,079;0,02;19,99;0;11538;ALVEJANTE VANISH EM PO OXI ACTION  SEM CLORO 400G;;UN;1;19,99
23,92;-16,43;0,02;19,99;0;14184;SANDALIA IPANEMA ORLA FEMININA ;;UN;1;19,99
0;0;0,02;19,99;0;3039;HAVAIANAS KIDS DISNEY 23/24;;UN;1;19,99
0;0;0,02;19,99;0;3038;HAVAIANAS KIDS DISNEY 25/26;;UN;1;19,99
14,307;39,725;0,02;19,99;0;706;HAVAIANAS COLOR AZUL NAVAL 41/42;;UN;1;19,99
13,26;50,754;0,02;19,99;0;6891;KIT DABELLE CACHOS DA ONDA - BABOSA;;UN;1;19,99
14,297;39,822;0,02;19,99;0;685;HAVAIANAS COLOR 43/44;;UN;1;19,99
14,04;42,379;0,02;19,99;0;1361;SHAMPOO JOHNSON BABY PH BALANCEADO 200ML;;UN;1;19,99
23,92;-16,43;0,02;19,99;0;18658;SANDALIA IPANEMA ORLA FEMININA ;;UN;1;19,99
17,02;17,45;0,02;19,99;0;13854;IPANEMA EASY SANDALIA FEM VD;;UN;1;19,99
17,23;16,019;0,02;19,99;0;9703;GELEIA FINA QUEENSBERRY AMORA 320G;;UN;1;19,99
5,97;67,337;0,02;9,99;0;1560;DESODORANTE NIVEA DRY IMPACT MEN ROLLON 50ML;;UN;2;19,98
6,61;51,135;0,02;9,99;0;13923;KINDER JOY 20G;;UN;2;19,98
8;24,875;0,02;9,99;0;16529;MOELA DE FRANGO BANDEJA 1kg JAGUA;;UN;2;19,98
6,45;54,884;0,02;9,99;0;17701;DESODORANTE MONANGE AERO PROTEÇÃO SECA 150ml;;UN;2;19,98
6,6;51,364;0,02;9,99;0;12969;PAO DE MEL BAUDUCCO 240G;;UN;2;19,98
5,97;67,337;0,02;9,99;0;1565;DESODORANTE NIVEA INVISIBLE CLEAR ROLLON 50ML;;UN;2;19,98
6,97;43,329;0,02;9,99;0;19001;SABONETE LIQUIDO ISACARE ERVA DOCE 500ML;;UN;2;19,98
7,1;40,704;0,02;9,99;0;17994;BISCOITO CREAM CRACKER ADORALLE 600G;;UN;2;19,98
6,64;50,452;0,02;9,99;0;439;UTEK PINO MACHO 2PT+T;;UN;2;19,98
6,8;46,912;0,02;9,99;0;78983656;FACA MULTIUSO 4 IDEN;;UN;2;19,98
6,94;43,948;0,02;9,99;0;19495;GOIABADA CREMOSA DEZ 420G;;UN;2;19,98
6,63;50,679;0,02;9,99;0;9974;NEUTRALIZADOR DE ODORES OESTE 2ltS - ORQUIDEA AZUL;;UN;2;19,98
7,49;33,378;0,02;9,99;0;12027;PETIZINHO MORANGO CANTO DE MINAS 320g;;UN;2;19,98
3,56;40,169;0,02;4,99;0;3972;EXTRATO DE TOMATE ELEFANTE 130G;;UN;4;19,96
3,49;42,98;0,02;4,99;0;18934;BATATA RUFFLES CHURRASCO 33G;;UN;4;19,96
3,32;50,301;0,02;4,99;0;13753; PAPEL ALUMINIO GLOBOPACK (7.5x30m);;UN;4;19,96
3,29;51,672;0,02;4,99;0;1071;ABSORVENTE ALWAYS SUAVE C/ABAS Px8un;;UN;4;19,96
2,58;93,411;0,02;4,99;0;13272;ENERGETICO EXTRA POWER FRUTAS TROPICAIS 270ML;;UN;4;19,96
3,49;42,98;0,02;4,99;0;11037;COCADA AMOR COCO 60G;;UN;4;19,96
3,49;42,98;0,02;4,99;0;11272;BATATA RUFFLES CEBOLA E SALSA 33G;;UN;4;19,96
3,12;59,936;0,02;4,99;0;17139;SABONETE DOVE ERVA DOCE 90G;;UN;4;19,96
2,76;44,565;0,02;3,99;0;483432036;DORI AMENDOIM CONFEITADO;;UN;5;19,95
2,53;57,708;0,02;3,99;0;8016;ESCOVA DE DENTE SORROSO ORIGINAL MACIA 1UN;;UN;5;19,95
2,48;60,887;0,02;3,99;0;9628;MINHOCA ACIDA DORI 60G;;UN;5;19,95
2,75;45,091;0,02;3,99;0;18222;LUVA PARA COZINHA CONDOR P;;UN;5;19,95
2,463;62,03;0,02;3,99;0;78983659;DORI REGALIZ YOGURTE 70G;;UN;5;19,95
2,79;43,011;0,02;3,99;0;26253235833;Desinfetante Ype Bak Floral 500ml;;UN;5;19,95
2,493;60,08;0,02;3,99;0;9629;BANANA DORI 60G;;UN;5;19,95
